epoch,lp_loss,lp_test_acc
1,0.9650057490382876,0.7442
2,0.6871993718098621,0.7607
3,0.6402256660619561,0.7689
4,0.6150870692669129,0.7761
5,0.6002095188109242,0.7787
6,0.5884086886534885,0.7863
7,0.5793202274612018,0.7895
8,0.5724333308789195,0.7893
9,0.5660442331311654,0.7905
10,0.5620844087430409,0.7946
11,0.5565491992296004,0.7931
12,0.5525894355104894,0.7913
13,0.5490187143488806,0.7973
14,0.5448792348710858,0.797
15,0.5416151831040577,0.7966
16,0.538864408068511,0.7957
17,0.5355496856631065,0.8001
18,0.5327220300630647,0.7997
19,0.5310788639650053,0.7987
20,0.528043162001639,0.7992
21,0.526080917186883,0.8001
22,0.5241702609524435,0.8025
23,0.5227803688268272,0.8026
24,0.521226092716869,0.8049
25,0.5181439819992805,0.803
26,0.5168530054542483,0.8038
27,0.5155440646470809,0.8048
28,0.514227861196411,0.8039
29,0.5126220345193025,0.8034
30,0.511190336729799,0.8019
31,0.5092662623038098,0.806
32,0.5084091990577931,0.8063
33,0.5080759050894756,0.8067
34,0.5061457379131901,0.8071
35,0.50491942617358,0.807
36,0.5042618257658822,0.8033
37,0.5026146362022478,0.808
38,0.5018312517477541,0.8077
39,0.500466162148787,0.8055
40,0.4989116346957732,0.8094
41,0.4989703049769207,0.8106
42,0.4978111352847547,0.8104
43,0.49635958154590765,0.8088
44,0.49595690488207095,0.8095
45,0.4952039835708482,0.8112
46,0.4941620004116272,0.8086
47,0.49316978180895044,0.812
48,0.4919887749212129,0.8113
49,0.4915380973596962,0.8118
50,0.4901240545572067,0.8111
51,0.49006809826408115,0.8128
52,0.48986524054590536,0.8095
53,0.488753965162501,0.8119
54,0.4878155239382569,0.8126
55,0.4878622798287139,0.8109
56,0.4857614672913843,0.8134
57,0.48610544295943514,0.8134
58,0.484795515482523,0.8144
59,0.48465936706990614,0.814
60,0.48417096934756454,0.8145
61,0.482472550352009,0.8134
62,0.48288956299728275,0.8149
63,0.4820406178430635,0.8135
64,0.48236354242782203,0.8142
65,0.4817534467699576,0.8136
66,0.479767309919912,0.8139
67,0.4794138335451788,0.8142
68,0.4786689733060039,0.8162
69,0.4791203404263574,0.8143
70,0.47788560405677677,0.8139
71,0.4775478535768937,0.8173
72,0.477803034745917,0.8133
73,0.47665298593287564,0.8169
74,0.47571103715774965,0.8161
75,0.47560859730049054,0.8141
76,0.4751269493480118,0.8146
77,0.4742769807273028,0.8156
78,0.4737994792510052,0.8157
79,0.4742208770951446,0.8177
80,0.4734515889870877,0.816
81,0.47243923769921675,0.8164
82,0.4722559753121162,0.8154
83,0.472224124232117,0.8152
84,0.4713702256582221,0.815
85,0.471878351301563,0.8185
86,0.47064106972241887,0.8186
87,0.4709450427670868,0.8164
88,0.47028872796467375,0.8158
89,0.4706237057642061,0.8171
90,0.4688027698774727,0.8178
91,0.4692275861696321,0.8172
92,0.46890999893752894,0.8171
93,0.46903047771478185,0.8186
94,0.4675268433531936,0.818
95,0.4678313701736684,0.8193
96,0.4668251444794694,0.8189
97,0.4672296818117706,0.8195
98,0.4665257740689784,0.8203
99,0.46593975306165464,0.8188
100,0.46586506388017107,0.8187
