epoch,knn_accuracy,ssl_loss
1,0.5059,4.035565979052812
2,,2.4910931293780987
3,,1.9747481578435653
4,,1.7143545542007839
5,0.6174,1.5526945945544122
6,,1.4312481213838626
7,,1.3348699478002695
8,,1.258295746338673
9,,1.2043156091983502
10,0.6664,1.153715764864897
11,,1.113255966321016
12,,1.0812150704555021
13,,1.0523365265283828
14,,1.0376903622578353
15,0.6893,1.0020399616314815
16,,0.9747268120447795
17,,0.9612452302223596
18,,0.9498095714128935
19,,0.9375742175640204
20,0.7055,0.9150504317039099
21,,0.9073977262545855
22,,0.8949310617569165
23,,0.8785677374937595
24,,0.8652827110045995
25,0.722,0.8457295008194752
26,,0.8421750637201163
27,,0.8215570789117079
28,,0.829733212483235
29,,0.8108795016239851
30,0.7328,0.8019569225800343
31,,0.7933970915965545
32,,0.7861186800858914
33,,0.7712350582465147
34,,0.7677805845554059
35,0.7426,0.7585796356201172
36,,0.7605250358581543
37,,0.7520426383385291
38,,0.7483059568282885
39,,0.7470425248146058
40,0.7456,0.7354108205208412
41,,0.728276593868549
42,,0.725170460725442
43,,0.7111152633642539
44,,0.7127628949972299
45,0.7447,0.7058083005440541
46,,0.7003635568496508
47,,0.7052439692692879
48,,0.695361537199754
49,,0.6899824879108332
50,0.7565,0.685643064058744
51,,0.6811876630171751
52,,0.6780792670372205
53,,0.6758491668945704
54,,0.6625671888009096
55,0.7579,0.6676882832478255
56,,0.659970554174521
57,,0.6574942469596863
58,,0.6528484856471037
59,,0.6466034951882484
60,0.7671,0.6466272678130712
61,,0.6387884457906087
62,,0.6354955595273238
63,,0.6363652434104529
64,,0.6324701827306014
65,0.7691,0.629046214849521
66,,0.6345215021035611
67,,0.6270480525799287
68,,0.6178927730291318
69,,0.6190145177718921
70,0.7758,0.6121362427870433
71,,0.6113577854938996
72,,0.6076212542179303
73,,0.6082644752967052
74,,0.5968777193472936
75,0.7744,0.6013538875640967
76,,0.6026852969939892
77,,0.596444415129148
78,,0.5927091074295533
79,,0.5904048782128554
80,0.7843,0.5911094767925067
81,,0.5814873482936468
82,,0.585608024474902
83,,0.5843920223223857
84,,0.5799070110687843
85,0.7871,0.5836604031232687
86,,0.5680909538880373
87,,0.5673787031418238
88,,0.5710262176318046
89,,0.5683988416806246
90,0.7863,0.5648421533596821
91,,0.5719872305026421
92,,0.5564367821583381
93,,0.5572071943527613
94,,0.5487437856503022
95,0.7872,0.5581786545423361
96,,0.5537538461196116
97,,0.5513421925214621
98,,0.5529199476425465
99,,0.5500481574963301
100,0.7909,0.5416218889065277
101,,0.5407996608660771
102,,0.5451089377586659
103,,0.5392250278057196
104,,0.538862984914046
105,0.8012,0.5380181807738084
106,,0.5362566206699763
107,,0.5317514375234261
108,,0.5289846487534352
109,,0.5295577857738886
110,0.7985,0.5287418101078425
111,,0.526157940351046
112,,0.5264248766960242
113,,0.5307010899751614
114,,0.5159880981995509
115,0.7966,0.5243064666405702
116,,0.5195375812359345
117,,0.5203162531057993
118,,0.511639318557886
119,,0.5097648851382427
120,0.7992,0.5134490499129662
121,,0.5057217431374085
122,,0.5103927700947493
123,,0.5085075230170519
124,,0.506596168035116
125,0.8033,0.5126036145748236
126,,0.5038636250373645
127,,0.5030194896918077
128,,0.5003469647505344
129,,0.4987143822205372
130,0.7979,0.5021147127334888
131,,0.4961902809448731
132,,0.5013206471235324
133,,0.4992683230302273
134,,0.4876332820990147
135,0.8033,0.49407799457892393
136,,0.4957147318583268
137,,0.49078823939347876
138,,0.49075044760337244
139,,0.4908007747087723
140,0.8079,0.4823042508883354
141,,0.4809264484124306
142,,0.4910801777472863
143,,0.4832006581318684
144,,0.48794790643912095
145,0.8081,0.4810528487731249
146,,0.4850988579102052
147,,0.47619590361913045
148,,0.4805563731071277
149,,0.4788671569946485
150,0.8098,0.4723877720343761
151,,0.47624023740108196
152,,0.4753367087779901
153,,0.4749325000322782
154,,0.47033802683536824
155,0.8111,0.47058373857767155
156,,0.47604095523173995
157,,0.4720487490678445
158,,0.4722225369551243
159,,0.4657866581892356
160,0.809,0.46733656250513517
161,,0.4660290880080981
162,,0.46291641562412944
163,,0.4608369565927065
164,,0.4625582040884556
165,0.8159,0.4625457901221055
166,,0.4546779493490855
167,,0.45749938289324443
168,,0.461368874555979
169,,0.44874051885727123
170,0.8123,0.45307920391743
171,,0.45746600276384597
172,,0.4571601228836255
173,,0.45574599489187584
174,,0.46111295834565774
175,0.8152,0.4504337802911416
176,,0.45573834364230814
177,,0.44899704379913136
178,,0.4508195825112172
179,,0.4448906991726313
180,0.8168,0.4561815388691731
181,,0.44556513550953986
182,,0.44147958373412105
183,,0.4481743037700653
184,,0.4400677803235176
185,0.8212,0.44787508646647134
186,,0.4409618457158407
187,,0.44718094300001093
188,,0.4439043005307515
189,,0.4431449660888085
190,0.8184,0.43970802823702493
191,,0.43755129010249405
192,,0.4402566069211715
193,,0.4365393258058108
194,,0.43541971200551743
195,0.8231,0.43533449279956327
196,,0.43895094593365985
197,,0.43294246334296005
198,,0.43553047623389807
199,,0.43753400169886075
200,0.8226,0.4331663255508129
