epoch,knn_accuracy,ssl_loss
1,0.3836,6.111126907055194
2,,6.0943715926928395
3,,6.087087376912435
4,,6.082583422538562
5,0.4506,6.079087658417531
6,,6.076254658821302
7,,6.074465578030317
8,,6.073124389159374
9,,6.071557856828738
10,0.4905,6.070530539292555
11,,6.070093695322672
12,,6.069378241514548
13,,6.068451377673027
14,,6.067927138010661
15,0.5389,6.067367294507149
16,,6.066549543234018
17,,6.0661419183779985
18,,6.065878963470459
19,,6.065711764800243
20,0.5719,6.064833489442483
21,,6.064885582068028
22,,6.064421323629526
23,,6.0642807642618815
24,,6.063955201858129
25,0.5847,6.064007524343637
26,,6.063599344400259
27,,6.063008897732466
28,,6.063405005137126
29,,6.062644696846986
30,0.6035,6.062709615169427
31,,6.062318112299993
32,,6.062073685572698
33,,6.061862358680139
34,,6.0617888401716185
35,0.6192,6.061743005116781
36,,6.061875629425049
37,,6.061560887556809
38,,6.061476524059589
39,,6.061315181927803
40,0.6249,6.061206120711106
41,,6.0607715386610765
42,,6.061141478709685
43,,6.060772061959291
44,,6.0608325200203135
45,0.6318,6.060519665938157
46,,6.060363006591797
47,,6.060510185437325
48,,6.060619041247246
49,,6.060175568018204
50,0.6457,6.060128566546318
51,,6.0602201046087805
52,,6.059916246854342
53,,6.060002383207664
54,,6.059603566389818
55,0.6497,6.059884567749806
56,,6.059731691311567
57,,6.060021806374574
58,,6.0593305318783495
59,,6.059307061708891
60,0.6541,6.059344890790108
61,,6.059080852606358
62,,6.059132580879407
63,,6.059193946153689
64,,6.059176914508527
65,0.6658,6.059208772121331
66,,6.05892505645752
67,,6.058698622385661
68,,6.05857542967185
69,,6.0587365077092095
70,0.6704,6.0585372680272815
71,,6.058417046375764
72,,6.058634041517209
73,,6.058440176645915
74,,6.058318996429444
75,0.6689,6.058427822895539
76,,6.058605441068992
77,,6.058377334399101
78,,6.058449811201829
79,,6.058092290927203
80,0.6911,6.05821107228597
81,,6.057889388157771
82,,6.058035393250294
83,,6.0577732037275265
84,,6.057832867059952
85,0.6844,6.057880340478359
86,,6.057679653167725
87,,6.057615776551075
88,,6.057685551276574
89,,6.0573672343523075
90,0.6954,6.057434759384546
91,,6.0574032832414675
92,,6.057367508228008
93,,6.05730777153602
94,,6.057143631959573
95,0.6993,6.0570153529827415
96,,6.057107896071214
97,,6.057048377012595
98,,6.056817159897242
99,,6.0569517649137055
100,0.7046,6.05668505644187
101,,6.056757638393305
102,,6.056823659554506
103,,6.056231486491668
104,,6.056745213728685
105,0.7195,6.056567282554431
106,,6.056397599440355
107,,6.056379919785719
108,,6.056398252340464
109,,6.056531248337183
110,0.7167,6.05613011824779
111,,6.055965135036371
112,,6.056179080865322
113,,6.056326658297808
114,,6.0560343791276985
115,0.7271,6.056264148614345
116,,6.05593228217883
117,,6.0560288844964445
118,,6.056144699683556
119,,6.055702141003731
120,0.728,6.0559816531645945
121,,6.055959899608905
122,,6.055869410588191
123,,6.055799731230125
124,,6.055724300482335
125,0.73,6.055827827942677
126,,6.0557327074882314
127,,6.0554645367157764
128,,6.055563396062606
129,,6.055534392136794
130,0.7356,6.055687892131316
131,,6.055495460216815
132,,6.055541613163093
133,,6.0556870484963445
134,,6.055201009603647
135,0.7385,6.055338321587978
136,,6.055673376719157
137,,6.05528154373169
138,,6.055220220027826
139,,6.055596334506304
140,0.7502,6.055209005795993
141,,6.055173768752661
142,,6.055150758303129
143,,6.0550150333306725
144,,6.055350247407571
145,0.7431,6.055042435572697
146,,6.05498514175415
147,,6.054930902138734
148,,6.055246930244642
149,,6.054921815334223
150,0.7515,6.054726666670579
151,,6.0551492788852785
152,,6.054769523327167
153,,6.054953606923421
154,,6.054652250730074
155,0.7504,6.054863809927916
156,,6.054882130256066
157,,6.054798791347406
158,,6.054558042379526
159,,6.054681401375013
160,0.7579,6.054793328505296
161,,6.054749625768417
162,,6.0545391571827425
163,,6.054672891665728
164,,6.054648536290878
165,0.7629,6.054558974045974
166,,6.054288490001972
167,,6.054402857560378
168,,6.054632781102107
169,,6.054259087489202
170,0.7624,6.0542576912121895
171,,6.054561106363932
172,,6.054549784538073
173,,6.054401713151198
174,,6.0545761621915375
175,0.7653,6.054080178187443
176,,6.054454761896378
177,,6.054264398721548
178,,6.054318885314159
179,,6.05404642300728
180,0.7625,6.054425175984701
181,,6.05410087292011
182,,6.054066802293827
183,,6.05420645689353
184,,6.0541938659472345
185,0.7709,6.05401840209961
186,,6.054085085942195
187,,6.054043439718393
188,,6.053947852208064
189,,6.054051660880065
190,0.7752,6.05408765841753
191,,6.053869027357835
192,,6.054097114465176
193,,6.053738212585449
194,,6.054081513331487
195,0.773,6.053878825750107
196,,6.053887856312287
197,,6.053588270529723
198,,6.053867555275941
199,,6.053716221833841
200,0.778,6.053842869783059
