epoch,sl_loss,sl_test_acc,sl_train_acc
122,0.016004709751369098,0.9114,0.9944310897435897
123,0.017635771063251947,0.9049,0.9940304487179488
124,0.017816394474357365,0.9083,0.99375
125,0.021132825820062023,0.9093,0.9927283653846154
126,0.013550972168405468,0.9142,0.9952724358974359
127,0.016553931107195333,0.9115,0.9944511217948718
128,0.018045700383253205,0.9078,0.99375
129,0.017125828195220003,0.9098,0.9938301282051282
130,0.017657863256784204,0.9077,0.9935296474358974
131,0.017814126754633317,0.9116,0.9939102564102564
132,0.015818004311325077,0.9034,0.9947916666666666
133,0.016453786249845646,0.9081,0.9944110576923076
134,0.017189857261613584,0.9146,0.9940304487179488
135,0.012161306544350317,0.909,0.9957932692307693
136,0.017299996623590302,0.9107,0.9940705128205128
137,0.014335693363756992,0.9151,0.9952123397435897
138,0.015070593133807564,0.9072,0.9948717948717949
139,0.014974987210156636,0.9129,0.9952323717948718
140,0.015226031047924875,0.9134,0.994951923076923
141,0.01800423722881346,0.9061,0.9938301282051282
142,0.01757910617818244,0.9064,0.9938902243589743
143,0.017990037406054444,0.9073,0.993770032051282
144,0.014045041131500442,0.914,0.9951722756410256
145,0.013279239020238701,0.9181,0.9953725961538461
146,0.011560609981787796,0.9149,0.9959334935897436
147,0.016445053182542323,0.9136,0.9944911858974359
148,0.016065338434269414,0.9106,0.9944110576923076
149,0.012593481697751065,0.9139,0.9957331730769231
150,0.012141476322610218,0.916,0.9953525641025641
151,0.016910828350601384,0.9107,0.9942307692307693
152,0.013882180728997367,0.9106,0.9945913461538461
153,0.01374088300523372,0.9193,0.9951522435897436
154,0.010246808402753698,0.9175,0.9966546474358975
155,0.01377069158360171,0.9132,0.9952724358974359
156,0.016487289571728653,0.9116,0.9943910256410257
157,0.0142807748204527,0.9148,0.9948717948717949
158,0.010621952017745337,0.9149,0.9963141025641026
159,0.010485127392129447,0.9157,0.9964943910256411
160,0.010720877004906726,0.9167,0.9962339743589743
161,0.01706190428753288,0.9113,0.9939503205128205
162,0.013503125115321615,0.9132,0.9953525641025641
163,0.01518835639491534,0.9161,0.9945512820512821
164,0.012527296182890542,0.9141,0.9954126602564103
165,0.015371202273616711,0.9086,0.9947315705128205
166,0.0135689005924341,0.9163,0.9951722756410256
167,0.012823630097763947,0.9159,0.9954927884615384
168,0.01092452226439491,0.9153,0.9960336538461538
169,0.010375639566709885,0.9163,0.9966546474358975
170,0.00858740161295431,0.9146,0.9970953525641025
171,0.011301828315481544,0.9185,0.9959935897435898
172,0.010807110489501308,0.9178,0.9963541666666667
173,0.013734093405163059,0.9189,0.9952524038461539
174,0.00939563473728366,0.9139,0.9966546474358975
175,0.016540942444072032,0.914,0.9942908653846154
176,0.013027962062728759,0.9171,0.9955128205128205
177,0.013275844913620789,0.9182,0.9954727564102565
178,0.013932483396433198,0.9096,0.9951923076923077
179,0.013283105742019147,0.9148,0.9954727564102565
180,0.011590850648756784,0.9145,0.99609375
181,0.011349496237623194,0.9184,0.9962139423076923
182,0.011017221117314572,0.9153,0.9960737179487179
183,0.011808219096826342,0.9142,0.9961738782051283
184,0.007913746958813415,0.9199,0.9973557692307692
185,0.012265371788854305,0.9092,0.9954727564102565
186,0.012722504765201264,0.9188,0.995713141025641
187,0.012051729068685419,0.9161,0.9958934294871795
188,0.00851091155827117,0.9198,0.9972956730769231
189,0.00909692306811802,0.9216,0.9969551282051282
190,0.010645502998690623,0.9164,0.9963942307692307
191,0.01208701972455646,0.9188,0.9955528846153846
192,0.008559169344012983,0.9156,0.9970552884615385
193,0.007748960626001159,0.9137,0.9974959935897436
194,0.012746195250954957,0.9059,0.9957532051282051
195,0.014011455640698282,0.9089,0.9953125
196,0.01179751685122028,0.9144,0.9960136217948717
197,0.009352770507729685,0.9193,0.996854967948718
198,0.007263864347791801,0.9181,0.9976963141025641
199,0.010936016561941077,0.9117,0.9963141025641026
200,0.009896287579799835,0.9151,0.9965344551282052
